Passenger Wait Time,Driver Income
0,16.2
0,24.599999999999998
0,48.400000000000006
0,56.6
0,32.4
0,23.4
0,23.6
0,75.6
0,22.599999999999998
0,37.2
0.0,68.6
0.0,33.6
0,51.599999999999994
0,22.4
0,18.8
0,20.200000000000003
0,27.6
0,40.4
0,18.6
0,29.6
0,65.6
0,31.199999999999996
0,95.39999999999999
0,29.799999999999997
0,60.4
0,97.4
0.0,48.39999999999999
0,56.6
0,49.8
0,119.0
0,91.2
0,75.0
0,54.0
0,62.599999999999994
0,64.79999999999998
0,80.0
0,27.400000000000002
0,68.39999999999999
0,15.399999999999999
0,11.8
0,32.0
0,18.6
0,56.599999999999994
0,23.8
0,34.8
0,30.8
0,20.599999999999998
0,30.200000000000003
0,29.2
0,5.2
0,34.2
0,62.2
0,6.2
0,53.800000000000004
0,47.2
0,55.800000000000004
0,139.8
0,59.4
0,47.20000000000001
0.0,47.599999999999994
0.0,48.199999999999996
0,66.4
0,68.80000000000001
0,44.8
0.0,55.4
0,85.99999999999999
0,71.4
0.0,25.599999999999998
0,74.4
0,21.6
0,47.6
0,16.2
0,30.6
0.0,36.8
0,33.8
0,50.400000000000006
0.0,50.0
0,78.39999999999999
0,30.599999999999998
0,52.00000000000001
0,50.599999999999994
0,21.200000000000003
0,52.400000000000006
0.0,41.0
0,57.2
0,49.8
0,89.19999999999999
0,10.6
0,12.4
0,27.599999999999998
0,27.0
0.0,105.99999999999999
0.0,49.2
0,35.8
0.0,36.0
0,64.8
0.0,34.2
0.0,31.200000000000003
0.0,25.4
0.0,10.0
0.0,87.80000000000001
0,16.0
0,53.6
0,69.4
0,46.6
0,25.599999999999998
0,8.6
0.0,19.200000000000003
0,121.0
0.0,40.8
0,7.8
0,17.0
0,68.80000000000001
0,46.2
0,43.199999999999996
0.0,88.0
0.0,14.2
0,49.199999999999996
0,93.0
0,127.4
0.0,95.60000000000001
0.0,42.8
0.0,52.2
0,32.400000000000006
0,15.0
0,28.200000000000003
0.0,9.0
0.0,28.400000000000002
0.0,32.599999999999994
0,22.4
0,84.8
0,157.6
0.0,20.0
0,25.2
0,124.80000000000003
0,17.599999999999998
0,14.200000000000001
0.0,29.4
0,52.2
0,107.8
0,20.4
0,25.0
0.0,21.6
0,58.0
0,21.2
0,12.0
0,88.20000000000002
0.0,89.80000000000001
0,47.800000000000004
0.0,65.80000000000001
0,13.8
0.0,74.19999999999999
0,61.0
0.0,16.6
0,97.8
0,16.4
0,44.800000000000004
0,7.999999999999999
0,84.79999999999998
0,32.6
0,20.0
0,41.6
0.0,107.6
0.0,17.6
0,84.8
0,23.2
0.0,39.8
0.0,120.80000000000001
0,56.8
0,7.6
0,70.19999999999999
0,14.6
0,27.599999999999998
0,10.4
0.0,52.2
0,62.0
0,40.2
0.0,45.8
0,50.4
0.0,45.00000000000001
0.0,42.400000000000006
0,9.4
0.0,48.8
0.0,91.39999999999999
0.0,36.6
0,17.0
0,65.60000000000001
0,110.60000000000001
0,89.2
0,11.2
0.0,66.19999999999999
0,81.60000000000002
0.0,39.4
0,37.4
0,92.6
0,91.60000000000001
0,33.0
0,86.2
0,40.2
0.0,101.2
0,34.8
0.0,40.599999999999994
0.0,14.799999999999999
0.0,47.0
0.0,89.8
0.0,53.4
0,48.0
0.0,64.80000000000001
0,79.60000000000001
0,25.799999999999997
0,21.4
0,48.800000000000004
0,31.2
0,18.200000000000003
0,76.39999999999999
0.0,29.2
0,19.6
0.0,17.6
0.0,130.60000000000002
0.0,20.400000000000002
0,15.8
0,25.6
0,55.400000000000006
0.0,6.8
0,22.8
0.0,75.4
0.0,61.0
0,28.599999999999998
0,22.2
0,41.2
0,32.6
0.0,37.4
0,30.6
0,42.2
0,38.60000000000001
0.0,31.400000000000002
0,27.4
0,19.400000000000002
0,108.0
0.0,18.400000000000002
0,71.2
0,50.6
0.0,31.4
0.0,71.60000000000001
0,32.8
0.0,64.4
0.0,77.8
0,17.0
0.0,120.0
0.0,97.39999999999999
0.0,52.8
0.0,19.2
0,47.6
0,66.2
0,2.8
0.0,98.6
0,80.19999999999999
0,96.0
0.0,44.599999999999994
0,1.4
0,20.200000000000003
0.0,109.6
0,37.8
0.0,104.80000000000001
0,53.0
0.0,34.599999999999994
0,62.6
0,41.8
0,32.2
0,20.2
0.0,32.4
0,217.8
0.0,3.4
0,21.2
0,8.0
0,97.0
0,25.4
0.0,107.0
0.0,36.8
0,32.0
0,151.40000000000003
0,91.39999999999999
0.0,61.4
0,86.6
0.0,85.6
0,110.79999999999998
0,58.0
0,26.0
0,102.80000000000003
0,49.6
0.0,109.2
0,53.6
0.0,99.00000000000001
0.0,43.4
0,32.199999999999996
0,63.6
0.0,73.0
0,77.60000000000001
0,6.6000000000000005
0,109.0
0.0,34.2
0,125.0
0.0,38.2
0,73.19999999999999
0,93.60000000000001
0.0,3.2
0,84.2
0,10.399999999999999
0.0,4.8
0,46.0
0.0,29.2
0,49.800000000000004
0.0,5.4
0,121.99999999999999
0.0,142.8
0.0,87.8
0,21.0
0.0,80.8
0.0,82.6
0,164.6
0.0,91.8
0,46.8
0,26.8
0,30.200000000000003
0,45.8
0,93.2
0,112.59999999999998
0,76.80000000000001
0,82.00000000000001
0.0,65.80000000000001
0,82.4
0.0,157.0
0,126.80000000000001
0,32.2
0,22.8
0.0,130.2
0,11.4
0,124.8
0.0,108.0
0,4.0
0,43.2
0,20.6
0,16.8
0,109.6
0,16.2
0.0,56.20000000000001
0.0,37.800000000000004
0.0,56.4
0,116.4
0,18.2
0,83.2
0,25.599999999999998
0,55.2
0.0,64.2
0.0,59.6
0,135.0
0,62.60000000000001
0.0,7.800000000000001
0,71.2
0,97.2
0,75.2
0,106.0
0,63.6
0.0,95.2
0,8.6
0,52.400000000000006
0.0,87.60000000000001
0,101.20000000000002
0,62.800000000000004
0,16.0
0.0,65.8
0,93.2
0,55.2
0,77.20000000000002
0,95.2
0,58.599999999999994
0.0,31.599999999999998
0,66.8
0.0,29.4
0.0,112.99999999999999
0,93.0
0.0,17.8
0,77.2
0.0,49.8
0,14.2
0,69.60000000000001
0,5.4
0,81.0
0,179.2
0,73.2
0,121.6
0.0,79.8
0,115.6
0.0,30.6
0,86.39999999999999
0,38.6
0,20.8
0,37.2
0.0,53.400000000000006
0.0,101.00000000000001
0,78.60000000000001
0.0,67.60000000000001
0,80.6
0.0,97.80000000000001
0,1.0
0.0,54.599999999999994
0.0,24.8
0.0,19.799999999999997
0.0,8.0
0,17.0
0,38.8
0,96.39999999999999
0,40.4
0.0,47.6
0,97.39999999999999
0,72.39999999999999
0.0,86.99999999999999
0.0,39.6
0.0,74.19999999999999
0,127.6
0,71.0
0,90.8
0.0,99.8
0,38.800000000000004
0.0,26.6
0,37.6
0,24.4
0,48.0
0.0,61.4
0,34.6
0,32.2
0,10.2
0,27.599999999999998
0,19.6
0,52.0
0,79.4
0.0,19.4
0,84.2
0.0,33.599999999999994
0,94.8
0.0,99.59999999999998
0,75.4
0.0,39.400000000000006
0,63.6
0,91.8
0.0,14.799999999999999
0.0,15.0
0,86.8
0,62.6
0.0,97.0
0,38.6
0.0,53.2
0.0,74.6
0.0,90.4
0,62.0
0.0,109.80000000000001
0.0,78.0
0.0,155.4
0.0,92.0
0.0,16.4
0,63.199999999999996
0,97.60000000000001
0,61.40000000000001
0.0,71.0
0,30.0
0.0,56.8
0,12.4
0.0,32.6
0.0,12.0
0.0,20.0
0.0,47.4
0.0,33.4
0,29.0
0,80.6
0.0,63.2
0.0,193.6
0,9.8
0.0,51.599999999999994
0.0,12.8
0,38.0
0,50.00000000000001
0.0,37.599999999999994
0,94.19999999999999
0.0,66.80000000000001
0.0,167.0
0,22.0
0.0,59.39999999999999
0.0,276.4
0,20.4
0,63.8
0.0,26.599999999999998
0.0,62.400000000000006
0,24.999999999999996
0,39.6
0.0,52.400000000000006
0,98.39999999999999
0,15.0
0,83.8
0,83.4
0.0,28.8
0.0,8.6
0.0,27.0
0.0,169.2
0.0,75.0
0.0,36.8
0.0,13.4
0.0,95.6
0.0,6.4
0.0,27.599999999999998
0.0,121.6
0,44.400000000000006
0.0,75.4
0.0,35.8
0.0,46.2
0.0,81.0
0.0,27.799999999999997
0,32.4
0,138.4
0.0,156.2
0.0,37.8
0,28.6
0,37.8
0,107.20000000000002
0.0,50.800000000000004
0,190.60000000000002
0.0,74.2
0.0,154.39999999999998
0.0,42.8
0,109.6
0.0,58.599999999999994
0,86.2
0.0,86.8
0.0,43.6
0.0,84.60000000000001
0.0,66.8
0.0,15.0
0,149.8
0,60.599999999999994
0,60.0
0,39.4
0.0,30.4
0,123.0
0.0,42.2
0.0,230.60000000000002
0,48.6
0,16.6
0.0,193.79999999999998
0,92.6
0.0,61.2
0,14.8
0,11.600000000000001
0.0,44.4
0.0,19.0
0.0,84.2
0.0,110.19999999999999
0,43.6
0.0,88.6
0.0,137.6
0.0,149.8
0.0,129.0
0.0,90.60000000000001
0.0,63.6
0.0,16.599999999999998
0,87.40000000000002
0,107.80000000000001
0.0,59.400000000000006
0,200.8
0.0,66.6
0,127.60000000000001
0.0,54.2
0.0,71.19999999999999
0.0,103.19999999999999
0,28.599999999999998
0.0,41.400000000000006
0.0,107.19999999999999
0,133.60000000000002
0.0,4.6
0.0,78.6
0.0,132.6
0.0,34.6
0.0,181.00000000000003
0,19.4
0,68.8
0,46.8
0,119.80000000000001
0.0,74.4
0.0,119.6
0,65.6
0,6.6
0.0,123.0
0.0,20.8
0.0,69.6
0,96.00000000000001
0,28.8
0.0,163.6
0,126.19999999999999
0,132.20000000000002
0,83.2
0.0,83.0
0,102.0
0.0,50.19999999999999
0,52.599999999999994
0.0,97.0
0,82.0
0.0,16.8
0,21.2
0,69.8
0,139.99999999999997
0.0,182.80000000000004
0,235.60000000000002
0.0,214.19999999999996
0.0,21.6
0.0,68.19999999999999
0,195.99999999999997
0.0,118.6
0,108.99999999999999
0,222.0
0,23.799999999999997
0.0,95.6
0,218.60000000000005
0,176.2
0.0,72.4
0,41.4
0,215.2
0.0,176.2
0,49.0
0,65.60000000000001
0.0,105.39999999999998
0,97.8
0.0,79.8
0.0,85.8
0,128.4
0,39.0
0,116.99999999999999
0.0,131.20000000000002
0,116.0
0.0,159.20000000000002
0.0,79.8
0,20.0
0.0,289.6
0,4.8
0.0,73.6
0.0,149.4
0.0,49.00000000000001
0,24.799999999999997
0.0,92.19999999999999
0.0,72.80000000000001
0,66.2
0.0,70.6
0.0,47.4
0,39.199999999999996
0,134.0
0,50.6
0.0,103.39999999999999
0,51.6
0,76.8
0.0,98.2
0,46.79999999999999
0,156.6
0,105.2
0.0,81.6
0,27.799999999999997
0,37.599999999999994
0,76.0
0,138.39999999999998
0.0,4.8
0,40.400000000000006
0,168.8
0,173.00000000000003
0,162.20000000000002
0.0,162.79999999999998
0.0,225.2
0,103.6
0.0,172.2
0,66.2
0.0,15.6
0.0,127.60000000000001
0.0,137.0
0,151.2
0,223.2
0.0,134.6
0,65.2
0,182.60000000000002
0.0,145.0
0.0,141.0
0.0,111.2
0,110.6
0,232.40000000000003
0.0,222.8
0.0,193.80000000000004
0.0,136.2
0,83.0
0,211.20000000000005
0.0,3.6
0,157.20000000000002
0.0,4.8
0,82.60000000000001
0.0,256.0
0.0,22.0
0.0,116.80000000000001
0,310.6000000000001
0,259.8
0,158.39999999999998
0.0,193.8
0,26.0
0.0,282.0
0,36.2
0,22.2
0,94.39999999999999
0.0,223.20000000000005
0.0,404.4
0.0,254.4
0.0,179.20000000000002
0.0,89.20000000000002
0,34.0
0.0,48.400000000000006
0,159.20000000000002
0,138.99999999999997
0.0,336.8
0.0,184.2
0.0,58.0
0.0,178.79999999999995
0.0,140.6
0.0,25.6
0.0,306.8
0.0,157.0
0,329.59999999999997
0.0,111.4
0.0,35.8
0,250.6
0,50.6
0.0,380.2
0.0,270.8
0.0,68.4
0.0,26.0
0,8.4
0.0,58.8
0.0,188.39999999999995
0,200.6
0.0,166.8
0,218.4
0,297.4000000000001
0.0,160.60000000000002
0.0,89.4
0.0,45.6
0.0,410.9999999999999
0.0,279.2
0.0,200.00000000000003
0,158.20000000000002
0,78.2
0,186.2
0,60.2
0.0,258.4000000000001
0.0,99.00000000000001
0.0,281.6
0.0,121.8
0.0,113.8
0.0,22.799999999999997
0.0,39.400000000000006
0.0,90.2
0,149.4
0,40.8
0,5.2
0,11.2
0.0,81.0
0.0,129.2
0.0,301.59999999999997
0.0,54.8
0.0,335.40000000000003
0.0,169.39999999999998
0.0,26.6
0.0,113.6
0,110.4
0.0,36.0
0.0,111.8
0.0,75.80000000000001
0,11.4
0.0,152.20000000000002
0,18.4
0,26.0
0,116.0
0.0,109.4
0,147.99999999999997
0.0,107.20000000000002
0,86.19999999999999
0.0,134.0
0,239.2
0,266.19999999999993
0.0,38.0
0,16.8
0.0,276.8
0,153.0
0.0,150.6
0.0,162.8
0.0,72.8
0.0,107.8
0,51.00000000000001
0,266.8
0.0,77.2
0.0,179.60000000000002
0.0,21.4
0,187.2
0,189.60000000000002
0,223.4
0,72.2
0.0,318.4000000000001
0,142.0
0,108.0
0.0,135.0
0.0,133.20000000000002
0,187.2
0.0,136.59999999999997
0.0,19.2
0,216.60000000000008
0,220.0
0.0,217.4
0.0,182.2
0,281.8
0,103.39999999999998
0.0,66.0
0.0,239.4
0,120.79999999999998
0.0,132.2
0,22.8
0.0,48.99999999999999
0,233.39999999999992
0,3.6
0.0,23.4
0.0,150.20000000000002
0,240.8
0.0,197.40000000000003
0.0,159.99999999999997
0,93.20000000000002
0,28.999999999999996
0,94.2
0.0,294.8
0.0,216.8
0,15.200000000000001
0,178.8
0,167.6
0.0,99.19999999999999
0.0,125.80000000000001
0.0,183.2
0.0,20.0
0.0,308.8
0,101.6
0.0,175.6
0.0,246.8
0.0,260.6
0.0,323.19999999999993
0.0,143.8
0.0,179.59999999999997
0.0,292.40000000000003
0,198.80000000000004
0.0,51.8
0.0,271.6
0.0,5.2
0.0,331.6
0.0,200.4
0,295.2
0.0,270.40000000000003
0.0,245.20000000000005
0.0,110.2
0,24.0
0.0,431.20000000000005
0.0,238.39999999999998
0.0,401.8
0.0,237.39999999999998
0.0,3.8
0,144.0
0,168.0
0.0,178.20000000000002
0.0,163.0
0.0,245.4
0,311.0
0.0,213.40000000000003
0,286.7999999999999
0.0,224.8
0,354.79999999999995
0.0,27.599999999999998
0,69.0
0,187.0
0.0,134.4
0.0,219.8
0.0,246.79999999999998
0.0,216.39999999999998
0.0,146.8
0,33.8
0,35.4
0.0,104.4
0,208.39999999999995
0,432.6000000000001
0.0,712.6000000000003
0,216.0
0,157.4
0,53.6
0.0,89.8
0.0,28.8
0,145.0
0.0,305.8
0,354.99999999999994
0,138.8
0,249.2
0.0,280.99999999999994
0.0,146.2
0.0,280.8
0.0,79.6
0,206.60000000000002
0.0,42.0
0,385.40000000000015
0.0,28.599999999999998
0,91.4
0,218.20000000000002
0,334.0
0,199.40000000000003
0.0,128.2
0.0,136.4
0.0,419.59999999999997
0,81.0
0,107.2
0.0,229.39999999999998
0.0,119.4
0.0,159.0
0,219.8
0.0,367.20000000000005
0.0,269.19999999999993
0.0,28.8
0,256.8
0.0,122.6
0.0,38.199999999999996
0.0,27.0
0.0,157.4
0.0,229.0
0.0,271.0
0.0,143.2
0.0,207.0
0.0,325.40000000000003
0,137.39999999999998
0,42.8
0.0,87.60000000000001
0.0,254.60000000000002
0,326.4000000000001
0.0,307.6000000000001
0,232.8
0,249.39999999999998
0.0,339.8
0,194.40000000000003
0,289.2
0,73.4
0.0,91.99999999999999
0.0,8.0
0,66.0
0.0,112.20000000000002
0.0,204.8
0,428.6000000000001
0,226.2
0.0,268.6
0,153.6
0.0,121.4
0.0,290.6
0,199.8
0.0,351.2
0.0,142.00000000000003
0.0,442.6000000000001
0,308.59999999999997
0.0,108.60000000000001
0.0,103.4
0.0,391.80000000000007
0.0,289.00000000000006
0.0,5.2
0.0,16.4
0.0,372.59999999999997
0,27.0
0.0,238.00000000000003
0.0,283.8
0.0,316.40000000000003
0.0,183.0
0,507.40000000000026
0.0,135.2
0.0,202.79999999999998
0,31.599999999999998
0,260.0
