MONTH_REPORTED,DRIVER_START_MONTH,CITY,STATE,ZIP,NUMBER_OF_TRIPS,MULTIPLE_TNPS
2022-01,2020-12,Lisle,IL,60532,27,false
2022-01,2021-04,Rockford,IL,61108,37,true
2022-01,2021-10,Chicago,IL,60616,645,false
2022-01,2018-07,Chicago,IL,60612,64,true
2022-01,2021-11,Orland Park,IL,60467,25,false
2022-01,2020-02,Elwood,IL,60421,0,false
2022-01,2021-10,Willow Springs,IL,60480,0,false
2022-01,2021-10,Willow Springs,IL,60480,0,false
2022-01,2017-12,Chicago,IL,60618,498,true
2022-01,2021-10,Schiller Park,IL,60176,533,true
2022-01,2021-06,Chicago,IL,60615,135,false
2022-01,2016-01,Gurnee,IL,60031,55,false
2022-01,2021-12,Chicago,IL,60619,72,false
2022-01,2021-12,Chicago,IL,60619,72,false
2022-01,2021-10,Lake Villa,IL,60046,0,false
2022-01,2021-10,Lake Villa,IL,60046,0,false
2022-01,2014-10,Chicago,IL,60626,292,true
2022-01,2021-09,Chicago,IL,60647,2,true
2022-01,2021-01,,AK,,237,false
2022-01,2018-06,Griffith,IN,46319,10,false
2022-01,2021-12,Chicago,IL,60659,13,false
2022-01,2020-11,Chicago,IL,60649,138,false
2022-01,2017-11,Oak Lawn,IL,60453,189,true
2022-01,2018-05,Bartlett,IL,60103,17,true
2022-01,2019-06,Waukegan,IL,60085,101,false
2022-01,2021-12,Joliet,IL,60431,2,false
2022-01,2021-09,Naperville,IL,60540,0,false
2022-01,2021-09,Naperville,IL,60540,0,false
2022-01,2021-09,Naperville,IL,60540,0,false
2022-01,2021-09,Naperville,IL,60540,0,false
2022-01,2021-09,Naperville,IL,60540,0,false
2022-01,2021-09,Naperville,IL,60540,0,false
2022-01,2017-01,Chicago,IL,60659,61,true
2022-01,2020-12,Chicago,IL,60647,332,false
2022-01,2016-03,Sleepy Hollow,IL,60118,65,false
2022-01,2021-09,Chicago,IL,60645,311,false
2022-01,2021-05,Calumet City,IL,60409,4,false
2022-01,2021-09,Chicago,IL,60642,319,false
2022-01,2018-07,Mount Prospect,IL,60056,163,false
2022-01,2016-10,Prospect Hts,IL,60070,78,false
2022-01,2019-01,Valparaiso,IN,46383,7,false
2022-01,2017-01,Chicago,IL,60600,76,true
2022-01,2021-08,Chicago,IL,60647,11,false
2022-01,2017-08,Crown Point,IN,46307,60,true
2022-01,2021-07,Willowbrook,IL,60527,0,false
2022-01,2021-07,Willowbrook,IL,60527,0,false
2022-01,2019-02,Chicago,IL,60651,71,false
2022-01,2021-02,Burlington,IA,52601,182,false
2022-01,2016-05,Hazel Crest,IL,60429,45,true
2022-01,2021-02,Chicago,IL,60606,100,false
2022-01,2021-10,Chicago,IL,60660,570,false
2022-01,2021-02,Palatine,IL,60067,47,false
2022-01,2019-02,North Liberty,IA,52317,2,false
2022-01,2018-06,Highland Park,IL,60035,11,true
2022-01,2016-05,Buffalo Grove,IL,60089,169,false
2022-01,2017-06,Glendale Heights,IL,60139,3,false
2022-01,2013-12,Villa Parl,IL,60181,223,false
2022-01,2021-01,Chicago,IL,60613,237,false
2022-01,2019-04,Chicago Heights,IL,60311,19,false
2022-01,2019-10,Chicago,IL,60639,0,true
2022-01,2021-12,,TX,,118,false
2022-01,2018-03,Chicago,IL,60625,352,true
2022-01,2021-08,Harvey,IL,60426,23,false
2022-01,2017-04,Cicero,IL,60804,390,false
2022-01,2018-08,Rockford,IL,61109,0,false
2022-01,2021-12,Chicago,IL,60645,262,false
2022-01,2018-08,Tinley Park,IL,60477,47,false
2022-01,2019-11,Lansing,IL,60438,27,false
2022-01,2021-12,Skokie,IL,60076,179,false
2022-01,2021-12,Chicago,IL,60660,535,false
2022-01,2021-09,Chicago,IL,60620,235,false
2022-01,2021-09,Chicago,IL,60620,235,false
2022-01,2021-01,Chicago,IL,60641,3,false
2022-01,2021-12,Chicago,IL,60626,138,false
2022-01,2015-04,Harwood Heights,IL,60706,304,true
2022-01,2018-10,Chicago,IL,60608,176,true
2022-01,2021-05,Skokie,IL,60077,14,false
2022-01,2022-01,Chicago,IL,60649,32,false
2022-01,2019-06,Joliet,IL,60431,126,true
2022-01,2021-07,Chicago,IL,60619,28,false
2022-01,2022-01,Chicago,IL,60647,1,false
2022-01,2020-09,Chicago,IL,60630,272,false
2022-01,2018-04,,CA,,40,false
2022-01,2021-11,Chicago,IL,60630,151,false
2022-01,2016-11,Northbrook,IL,60062,72,true
2022-01,2020-12,Hoffman Estates,IL,60169,4,false
2022-01,2019-11,Lincolnwood,IL,60712,92,false
2022-01,2018-12,Chicago,IL,60639,202,false
2022-01,2021-10,Chicago,IL,60639,104,false
2022-01,2018-05,Harvey,IL,60426,93,true
2022-01,2021-08,Arlington Heights,IL,60004,220,false
2022-01,2015-10,Chicago,IL,60640,252,true
2022-01,2022-01,Chicago,IL,60606,38,false
2022-01,2021-06,Chicago,IL,60641,57,false
2022-01,2020-07,Hoffman Estates,IL,60192,12,false
2022-01,2020-12,Lincolnwood,IL,60712,126,false
2022-01,2018-02,Schererville,IN,46375,679,true
2022-01,2021-11,Oak Brook,IL,60523,81,false
2022-01,2020-08,Evanston,IL,60202,254,true
2022-01,2018-06,Harwood Heights,IL,60706,28,false
2022-01,2021-10,Chicago,IL,60659,13,false
2022-01,2014-09,Glenview,IL,60025,0,false
2022-01,2021-09,Orland Park,IL,60467,2,false
2022-01,2017-03,Lake Zurich,IL,60047,2,false
2022-01,2021-12,Chicago,IL,60643,17,false
2022-01,2018-01,Streamwood,IL,60107,270,false
2022-01,2021-11,Park Forest,IL,60466,61,false
2022-01,2017-10,Cary,IL,60013,12,false
2022-01,2021-09,Northbrook,IL,60062,0,false
2022-01,2021-09,Northbrook,IL,60062,0,false
2022-01,2021-09,Northbrook,IL,60062,0,false
2022-01,2021-09,Northbrook,IL,60062,0,false
2022-01,2015-12,Des Plaines,IL,60016,0,true
2022-01,2018-12,Chicago,IL,60649,240,false
2022-01,2021-03,Carpentersville,IL,60110,0,false
2022-01,2021-03,Carpentersville,IL,60110,0,false
2022-01,2021-03,Carpentersville,IL,60110,0,false
2022-01,2020-01,Chicago,IL,60606,781,true
2022-01,2019-06,Chicago,IL,60639,133,true
2022-01,2020-12,South Holland,IL,60473,41,false
2022-01,2021-11,Bronx,NY,10467,23,false
2022-01,2021-11,Frankfort,IL,60423,0,false
2022-01,2021-11,Frankfort,IL,60423,0,false
2022-01,2014-10,Chicao,IL,60626,24,true
2022-01,2018-06,Elgin,IL,60124,0,false
2022-01,2019-09,Arlington Hts,IL,60004,0,true
2022-01,2017-06,Waukegan,IL,60087,2,false
2022-01,2021-02,Glenview,IL,60025,323,false
2022-01,2022-01,Chicago,IL,60649,57,false
2022-01,2017-11,Chicago,IL,60625,319,false
2022-01,2015-06,Round Lake,IL,60073,0,true
2022-01,2021-05,,LA,,109,false
2022-01,2019-11,Crete,IL,60417,0,true
2022-01,2017-02,Clarendon  Hills,IL,60514,0,true
2022-01,2019-10,Evanston,IL,60201,166,true
2022-01,2019-01,Fort Wayne,IN,46825,0,false
2022-01,2021-10,Columbus,OH,43207,0,false
2022-01,2021-07,,IN,,46,false
2022-01,2021-07,Rockford,IL,61102,89,false
2022-01,2020-06,Chicago,IL,60659,271,false
2022-01,2020-03,Chicago,IL,60618,152,false
2022-01,2018-11,Homewood,IL,60430,10,false
2022-01,2020-03,Skokie,IL,60077,88,true
2022-01,2021-10,Joliet,IL,60436,0,false
2022-01,2021-10,Joliet,IL,60436,0,false
2022-01,2021-10,Joliet,IL,60436,0,false
2022-01,2021-06,Des Plaines,IL,60016,71,false
2022-01,2021-09,Glenwood,IL,60425,2,false
2022-01,2021-11,Chicago,IL,60632,119,false
2022-01,2019-02,Des Plaines,IL,60016,3,true
2022-01,2021-05,Chicago,IL,60651,74,false
2022-01,2021-07,Cicero,IL,60804,112,false
2022-01,2017-02,Chicago,IL,60634,44,true
2022-01,2016-01,Posen,IL,60469,1,false
2022-01,2018-09,Chicago,IL,60613,289,false
2022-01,2018-01,Chicago,IL,60659,238,false
2022-01,2020-09,Chicago,IL,60623,374,false
2022-01,2021-12,Bellwood,IL,60104,61,false
2022-01,2021-10,Hoffman  Estates,IL,60169,6,false
2022-01,2021-05,Chicago,IL,60201,0,false
2022-01,2021-06,,IL,,243,false
2022-01,2015-09,Homewood,IL,60430,70,true
2022-01,2021-11,Hammond,IN,46323,10,false
2022-01,2017-08,Oak Lawn,IL,60453,177,true
2022-01,2015-06,Chicago,IL,60607,240,true
2022-01,2018-08,Glenview,IL,60025,16,false
2022-01,2019-02,Chicago,IL,60639,81,false
2022-01,2019-08,Chicago,IL,60608,0,true
2022-01,2021-01,Kenosha,WI,53140,264,false
2022-01,2017-03,Chicago,IL,60639,80,true
2022-01,2021-11,Chicago,IL,60657,13,false
2022-01,2013-09,Elmwood Park,IL,60707,101,true
2022-01,2021-04,Chicago,IL,60608,715,true
2022-01,2022-01,Chicago Hts,IL,60411,29,false
2022-01,2018-04,Chicago,IL,60608,202,false
2022-01,2019-02,Elmwood Park,IL,60707,90,false
2022-01,2016-12,Wilmette,IL,60091,12,false
2022-01,2018-05,Forest Park,IL,60130,257,true
2022-01,2018-08,Mt Prospect,IL,60056,0,true
2022-01,2020-12,Niles,IL,60714,271,false
2022-01,2021-09,Louisville,KY,40218,0,false
2022-01,2021-09,Chicago,IL,60629,213,false
2022-01,2019-05,Chicago,IL,60622,66,true
2022-01,2020-12,Skokie,IL,60076,165,false
2022-01,2018-09,Park Forest,IL,60466,11,true
2022-01,2021-10,Schamburg,IL,60194,0,false
2022-01,2020-09,Bartlett,IL,60103,0,false
2022-01,2015-12,Hawthorn Woods,IL,60047,97,true
2022-01,2021-11,Chicago,IL,60606,78,false
2022-01,2021-06,Chicago,IL,60639,20,false
2022-01,2021-12,Wheeling,IL,60090,60,false
2022-01,2017-06,Chicago,IL,60626,255,true
2022-01,2017-09,Chicago,IL,60634,201,false
2022-01,2021-08,Des Plaines,IL,60016,422,true
2022-01,2022-01,Chicago,IL,60653,2,false
2022-01,2020-11,Chicago,IL,60616,411,true
2022-01,2021-02,Bolingbrook,IL,60440,36,false
2022-01,2021-05,Chicago,IL,60659,161,false
2022-01,2015-10,Chicago,IL,60646,105,true
2022-01,2021-11,Lincolnwood,IL,60712,42,false
2022-01,2021-08,Chicago,IL,60641,0,true
2022-01,2018-08,Orlan Hills,IL,60487,41,false
2022-01,2021-12,Chicago,IL,60645,205,true
2022-01,2021-09,Glenview,IL,60025,401,false
2022-01,2021-08,Chicago,IL,60624,105,false
2022-01,2022-01,Bridgeview,IL,60455,72,false
2022-01,2020-06,Hammond,IN,46323,67,false
2022-01,2021-05,Chicago,IL,60637,78,false
2022-01,2021-05,Chicago,IL,60637,78,false
2022-01,2021-12,Plainfield,IL,60585,65,false
2022-01,2019-04,Chicago,IL,60634,6,false
2022-01,2021-12,Chicago,IL,60636,60,false
2022-01,2021-11,Chicago,IL,60626,265,false
2022-01,2021-10,Joliet,IL,60435,10,false
2022-01,2018-03,Des Plaines,IL,60018,309,true
2022-01,2021-08,Burbank,IL,60459,40,false
2022-01,2021-11,Arlington Heights,IL,60004,1,false
2022-01,2018-04,Chicago,IL,60629,189,false
2022-01,2017-12,Lake Station,IN,46405,12,true
2022-01,2019-10,,IN,,5,false
2022-01,2016-08,Skokie,IL,60077,472,true
2022-01,2017-03,Chicago,IL,60649,197,false
2022-01,2017-09,Chicago,IL,60632,317,false
2022-01,2020-12,Frankfort,IL,60423,4,false
2022-01,2021-03,Palatine,IL,60074,211,false
2022-01,2021-01,Chicago,IL,60606,138,false
2022-01,2018-07,Hammond,IN,46324,0,false
2022-01,2015-09,Bellwood,IL,60104,156,true
2022-01,2021-11,Chicago,IL,60605,150,false
2022-01,2019-06,Porter Ranch,CA,91326,90,true
2022-01,2018-05,Mundelein,IL,60060,0,false
2022-01,2019-01,Chicago,IL,60707,315,true
2022-01,2019-12,Chicago,IL,60626,470,false
2022-01,2017-12,Chicago,IL,60624,17,false
2022-01,2018-04,Chicago,IL,60615,24,true
2022-01,2017-12,Northbrook,IL,60062,428,true
2022-01,2020-07,Plainfield,IL,60544,3,false
2022-01,2018-01,Schaumburg,IL,60193,207,true
2022-01,2018-07,Matteson,IL,60443,20,false
2022-01,2020-01,Bolingbrook,IL,60440,2,true
2022-01,2018-01,Maywood,IL,60153,0,true
2022-01,2021-02,Harwood Heights,IL,60706,99,false
2022-01,2021-11,Naperville,IL,60563,60,false
2022-01,2021-04,Akron,OH,44305,113,false
2022-01,2022-01,Chicago,IL,60639,335,false
2022-01,2021-10,Cary,IL,60013,0,false
2022-01,2021-10,Cary,IL,60013,0,false
2022-01,2018-09,Bellwood,IL,60104,121,false
2022-01,2018-09,,WA,,111,false
2022-01,2015-12,Chicago,IL,60613,27,false
2022-01,2020-08,,IL,,0,true
2022-01,2017-05,Bloomingdale,IL,60108,186,true
2022-01,2021-04,Calumet City,IL,60409,27,false
2022-01,2021-10,Aurora,IL,60504,52,false
2022-01,2021-12,Chicago Ridge,IL,60415,0,false
2022-01,2021-12,Chicago Ridge,IL,60415,0,false
2022-01,2021-12,Chicago Ridge,IL,60415,0,false
2022-01,2021-12,Chicago Ridge,IL,60415,0,false
2022-01,2021-12,Chicago Ridge,IL,60415,0,false
2022-01,2021-12,Chicago Ridge,IL,60415,0,false
2022-01,2021-12,Chicago Ridge,IL,60415,0,false
2022-01,2021-12,Chicago Ridge,IL,60415,0,false
2022-01,2021-12,Chicago Ridge,IL,60415,0,false
2022-01,2021-12,Chicago Ridge,IL,60415,0,false
2022-01,2021-08,Chicago,IL,60619,177,false
2022-01,2021-02,Chicago,IL,60659,235,false
2022-01,2021-12,North Chicago,IL,60064,92,false
2022-01,2018-01,Chicago,IL,60645,7,false
2022-01,2017-05,Schaumburg,IL,60193,187,false
2022-01,2021-09,,NC,,47,false
2022-01,2020-02,Minneapolis,MN,55408,363,true
2022-01,2018-07,Aurora,IL,60502,73,true
2022-01,2021-07,Willowbrook,IL,60527,27,false
2022-01,2017-02,Chicago,IL,60651,100,false
2022-01,2021-10,Dyer,IN,46311,0,false
2022-01,2016-01,Naperville,IL,60540,67,true
2022-01,2019-04,Rolling Meadows,IL,60008,31,false
2022-01,2021-09,Chicago,IL,60634,134,false
2022-01,2021-05,Chicago,IL,60612,138,false
2022-01,2021-07,Skokie,IL,60077,140,false
2022-01,2021-11,Chicago,IL,60659,53,false
2022-01,2021-01,Glendale Heights,IL,60139,47,false
2022-01,2021-10,Chicago,IL,60617,599,false
2022-01,2017-05,Dolton,IL,60419,0,false
2022-01,2017-06,Plainfield,IL,60586,0,true
2022-01,2020-06,Chicago,IL,60619,292,false
2022-01,2020-11,Chicago,IL,60629,202,false
2022-01,2021-06,Oak Lawn,IL,60453,46,false
2022-01,2016-10,Wheeling,IL,60090,0,false
2022-01,2019-07,Chicago,IL,60639,437,false
2022-01,2021-09,Chicago,IL,60625,982,false
2022-01,2019-12,Chicago Ridge,IL,60415,0,true
2022-01,2021-11,Chicago,IL,60644,186,false
2022-01,2018-07,Chicago,IL,60625,0,false
2022-01,2021-02,Chicago,IL,60660,89,false
2022-01,2019-02,Lindenhurst,IL,60046,11,true
2022-01,2021-02,Niles,IL,60714,10,false
2022-01,2021-10,Roselle,IL,60172,2,false
2022-01,2021-09,Chicago,IL,60626,42,false
2022-01,2020-11,Chicago,IL,60637,0,false
2022-01,2020-12,Chicago,IL,60660,330,true
2022-01,2021-10,Kildeer,IL,60047,0,false
2022-01,2017-09,Naperville,IL,60563,0,false
2022-01,2021-03,Chicago,IL,60659,205,false
2022-01,2021-06,Park Ridge,IL,60068,117,false
2022-01,2021-11,Chicago Hts,IL,60411,21,false
2022-01,2021-12,Brooklyn,NY,11230,0,false
2022-01,2021-01,Lansing,IL,60438,78,false
2022-01,2021-02,Chicago,IL,60608,40,false
2022-01,2015-07,Schaumburg,IL,60173,8,true
2022-01,2015-09,Chicago,IL,60659,531,true
2022-01,2021-11,Chicago,IL,60659,892,false
2022-01,2020-05,Dolton,IL,60419,58,false
2022-01,2021-09,Chicago,IL,60679,97,false
2022-01,2021-06,Bolingbrook,IL,60490,75,false
2022-01,2020-06,Chicago,IL,60622,135,false
2022-01,2021-04,Evanston,IL,60201,226,false
2022-01,2021-07,Bolingbrook,IL,60490,96,false
2022-01,2022-01,Calumet City,IL,60409,22,false
2022-01,2021-11,Des Plaines,IL,60016,11,false
2022-01,2021-08,Chicago,IL,60659,102,false
2022-01,2021-09,Chicago,IL,60653,0,true
2022-01,2021-10,Chicago,IL,60613,248,false
2022-01,2019-09,Harvey,IL,60426,59,false
2022-01,2021-11,Harvey,IL,60426,0,true
2022-01,2021-08,Chicago,IL,60618,70,false
2022-01,2018-06,Schaumburg,IL,60193,3,true
2022-01,2020-06,Aurora,IL,60504,26,false
2022-01,2017-09,Bolingbrook,IL,60440,10,false
2022-01,2022-01,Chicago,IL,60631,6,false
2022-01,2017-02,Chicago,IL,60637,163,false
2022-01,2020-07,Chicago,IL,60630,517,false
2022-01,2021-02,Des Plaines,IL,60016,262,false
2022-01,2017-08,Amityville,NY,11701,520,true
2022-01,2020-11,,CA,,0,false
2022-01,2018-12,Lakemoor,IL,60051,0,true
2022-01,2021-08,Oak Park,IL,60304,58,false
2022-01,2021-11,Chicago Ridge,IL,60415,48,false
2022-01,2021-09,Addison,IL,60101,97,false
2022-01,2021-04,Chicago,IL,60644,175,false
2022-01,2021-03,Niles,IL,60714,33,false
2022-01,2016-01,Chicago,IL,60623,7,false
2022-01,2020-08,Arlington Heights,IL,60004,91,false
2022-01,2021-11,Chicago,IL,60637,7,false
2022-01,2020-07,Lakemoor,IL,60050,4,false
2022-01,2021-02,Chicago,IL,60659,0,true
2022-01,2015-02,Chicago,IL,60645,248,false
2022-01,2021-05,Chicago,IL,60606,264,false
2022-01,2020-11,Bolingbrook,IL,60440,252,true
2022-01,2022-01,Valparaiso,IN,46385,0,false
2022-01,2022-01,Chicago,IL,60629,13,false
2022-01,2015-10,Algonquin,IL,60102,14,true
2022-01,2021-01,Chicago,IL,60618,77,false
2022-01,2018-04,Oak Lawn,IL,60453,34,true
2022-01,2017-09,Chicago,IL,60616,403,true
2022-01,2021-09,Woodridge,IL,60517,7,false
2022-01,2021-04,Glendale Heights,IL,60139,12,false
2022-01,2021-10,Alsip,IL,60803,125,false
2022-01,2021-06,Chicago,IL,60660,394,true
2022-01,2021-03,Aurora,IL,60504,19,false
2022-01,2018-05,Tinley Park,IL,60487,0,true
2022-01,2018-12,Evergreen,IL,60805,117,true
2022-01,2021-03,Chicago,IL,60659,0,true
2022-01,2021-10,Palatine,IL,60074,0,true
2022-01,2021-12,Chicago,IL,60623,265,false
2022-01,2021-05,Chicago,IL,60653,362,false
2022-01,2021-09,Chicago,IL,60625,25,false
2022-01,2021-07,Ellensburg,WA,98926,10,true
2022-01,2020-07,Streamwood,IL,60107,49,false
2022-01,2022-01,Oak Lawn,IL,60453,53,false
2022-01,2018-08,Lombard,IL,60148,51,false
2022-01,2021-12,Chicago,IL,60661,0,false
2022-01,2018-07,Palatine,IL,60074,304,false
2022-01,2013-07,Des Plaines,IL,60018,473,true
2022-01,2021-12,Chicago,IL,60628,22,false
2022-01,2019-07,Tinley Park,IL,60487,16,true
2022-01,2016-04,Chicago,IL,60645,57,true
2022-01,2018-05,Berwyn,IL,60402,0,false
2022-01,2018-05,Berwyn,IL,60402,0,false
2022-01,2021-02,Chicago,IL,60619,179,false
2022-01,2021-06,Chicago,IL,60619,129,false
2022-01,2017-07,Palatine,IL,60074,134,false
2022-01,2021-11,Chicago,IL,60620,99,false
2022-01,2021-03,Schaumburg,IL,60195,0,false
2022-01,2021-03,Schaumburg,IL,60195,0,false
2022-01,2018-02,Chicago,IL,60641,147,false
2022-01,2017-07,Chicago,IL,60622,0,true
2022-01,2021-09,Matteson,IL,60443,342,false
2022-01,2016-07,Island Lake,IL,60042,15,true
2022-01,2021-01,Schaumburg,IL,60195,141,false
2022-01,2021-04,Huntley,IL,60142,0,false
2022-01,2021-04,Chicago,IL,60640,605,true
2022-01,2020-10,Chicago,IL,60066,0,false
2022-01,2019-11,Schaumburg,IL,60173,222,false
2022-01,2016-01,Chicago,IL,60644,302,true
2022-01,2021-05,Chicago,IL,60628,88,false
2022-01,2021-11,Lynwood,IL,60411,215,false
2022-01,2021-07,North Aurora,IL,60542,53,true
2022-01,2018-06,Chicago,IL,60660,55,false
2022-01,2021-01,Grayslake,IL,60030,165,false
2022-01,2021-03,La Grange Park,IL,60526,66,false
2022-01,2016-06,Chicago,IL,60619,106,true
2022-01,2021-01,Griffith,IN,46319,0,false
2022-01,2020-03,Hanover Park,IL,60133,0,false
2022-01,2020-07,Chicago,IL,60649,0,false
2022-01,2016-05,Chicago,IL,60626,85,false
2022-01,2019-02,,WI,,123,false
2022-01,2020-07,Northlake,IL,60164,2,true
2022-01,2022-01,Chicago,IL,60634,4,false
2022-01,2018-10,East Chicago,IN,46312,167,true
2022-01,2020-08,Morton  Grove,IL,60053,330,false
2022-01,2021-06,Chicago,IL,60640,169,false
2022-01,2015-03,Bolingbrook,IL,60490,274,true
2022-01,2019-09,,WI,,0,false
2022-01,2018-03,Dekalb,IL,60115,1,false
2022-01,2021-12,Iowa City,IA,52246,0,false
2022-01,2021-12,Iowa City,IA,52246,0,false
2022-01,2021-12,Iowa City,IA,52246,0,false
2022-01,2020-07,Chicago,IL,60637,213,false
2022-01,2021-09,Buffalo Grove,IL,60089,1,false
2022-01,2021-07,Chicago,IL,60606,29,false
2022-01,2021-04,Chicago,IL,60645,165,false
2022-01,2021-02,,GA,,1,false
2022-01,2021-10,Chicago,IL,60640,146,false
2022-01,2021-12,Riverdale,IL,60827,130,false
2022-01,2021-09,Joliet,IL,60435,34,true
2022-01,2020-11,Chicago,IL,60621,0,false
2022-01,2022-01,Niles,IL,60714,0,false
2022-01,2022-01,Niles,IL,60714,0,false
2022-01,2022-01,Niles,IL,60714,0,false
2022-01,2022-01,Niles,IL,60714,0,false
2022-01,2022-01,Niles,IL,60714,0,false
2022-01,2022-01,Niles,IL,60714,0,false
2022-01,2022-01,Niles,IL,60714,0,false
2022-01,2022-01,Niles,IL,60714,0,false
2022-01,2022-01,Niles,IL,60714,0,false
2022-01,2022-01,Niles,IL,60714,0,false
2022-01,2022-01,Niles,IL,60714,0,false
2022-01,2022-01,Niles,IL,60714,0,false
2022-01,2018-09,Orland Park,IL,60462,5,false
2022-01,2021-11,Chicago,IL,60646,36,false
2022-01,2021-09,Chicago,IL,60621,92,false
2022-01,2017-12,Chicago,IL,60629,296,false
2022-01,2021-12,Chicago,IL,60660,263,false
2022-01,2021-10,Chicago,IL,60653,26,false
2022-01,2018-06,Chicago,IL,60656,73,true
2022-01,2021-11,Naperville,IL,60564,75,false
2022-01,2021-03,Lombard,IL,60148,0,true
2022-01,2020-01,Schiller Park,IL,60176,11,true
2022-01,2021-03,Northfield,IL,60093,242,true
2022-01,2018-07,Aurora,IL,60505,40,false
2022-01,2022-01,Elgin,IL,60123,9,false
2022-01,2021-11,Oak Lawn,IL,60453,36,false
2022-01,2021-08,Oak Lawn,IL,60453,6,false
2022-01,2019-12,Buffalo Grove,IL,60089,0,false
2022-01,2021-07,Battle Creek,MI,49037,0,false
2022-01,2020-02,Maywood,IL,60153,240,false
2022-01,2021-09,Chicago,IL,60659,48,false
2022-01,2021-02,Mundelein,IL,60060,68,false
2022-01,2021-11,Elgin,IL,60120,0,true
2022-01,2021-11,Chicago,IL,60625,220,true
2022-01,2021-02,Chicago,IL,60609,81,false
2022-01,2017-05,Chicago,IL,60613,120,false
2022-01,2017-05,Hanover Park,IL,60133,59,false
2022-01,2019-05,Morton Grove,IL,60053,0,false
2022-01,2021-02,Country Club Hills,IL,60478,40,false
2022-01,2018-01,Clarendon Hills,IL,60514,17,false
2022-01,2021-12,Sandwich,IL,60548,11,false
2022-01,2016-06,Chicago,IL,60659,100,true
2022-01,2020-02,Skokie,IL,60077,165,false
2022-01,2021-09,Harvey,IL,60426,28,false
2022-01,2021-08,Skokie,IL,60077,47,false
2022-01,2021-12,Joliet,IL,60431,0,false
2022-01,2021-12,Joliet,IL,60431,0,false
2022-01,2021-12,Joliet,IL,60431,0,false
2022-01,2022-01,,IL,,37,false
2022-01,2019-02,Milwaukee,WI,53221,0,false
2022-01,2017-08,Chicago,IL,60630,77,true
2022-01,2020-12,Chicago,IL,60630,225,false
2022-01,2021-05,Arlington  Heights,IL,60004,54,false
2022-01,2021-03,Country Club Hills,IL,60478,8,false
2022-01,2021-10,Watseka,IL,60970,51,false
2022-01,2016-06,Racine,WI,53403,133,true
2022-01,2021-11,Chicago,IL,60630,157,false
2022-01,2021-01,Chicago,IL,60181,52,false
2022-01,2018-07,Naperville,IL,60567,2,false
2022-01,2020-10,Highland Park,IL,60035,0,false
2022-01,2020-10,Chicago,IL,60645,1,false
2022-01,2015-09,Chicago,IL,60632,0,false
2022-01,2021-04,Aurora,IL,60506,17,false
2022-01,2021-11,Chicago,IL,60629,324,false
2022-01,2018-04,Chicago,IL,60606,161,true
2022-01,2019-12,Glendale Heights,IL,60139,63,true
2022-01,2018-10,Chicago,IL,60628,175,false
2022-01,2021-10,Chicago,IL,60637,54,true
2022-01,2022-01,Aurora,IL,60502,9,false
2022-01,2019-12,Chicago,IL,60641,7,true
2022-01,2021-09,Seaside,CA,93955,0,false
2022-01,2017-08,Chicago,IL,60641,108,false
2022-01,2021-12,,LA,,343,false
2022-01,2019-07,Forest Park,IL,60130,12,false
2022-01,2020-12,Chicago,IL,60640,596,true
2022-01,2021-11,Chicago,IL,60625,105,false
2022-01,2016-04,Chicago,IL,60639,322,true
2022-01,2015-09,Chicago,IL,60644,231,false
2022-01,2020-12,Naperville,IL,60540,59,false
2022-01,2018-02,Gurnee,IL,60031,0,true
2022-01,2021-11,Lombard,IL,60148,50,false
2022-01,2021-09,Lake In The Hills,IL,60156,28,false
2022-01,2019-07,Chicago,IL,60640,380,false
2022-01,2021-11,Highwood,IL,60040,46,false
2022-01,2020-06,Franklin Park,IL,60131,239,false
2022-01,2017-12,Chicago,IL,60641,0,false
2022-01,2017-06,Munster,IN,46321,0,false
2022-01,2021-11,,FL,,163,false
2022-01,2017-08,Chicago,IL,60639,52,false
2022-01,2016-08,Chicago,IL,60629,110,true
2022-01,2021-10,Country Club Hills,IL,60478,110,false
2022-01,2021-12,Evanston,IL,60201,4,false
2022-01,2021-12,Evanston,IL,60201,4,false
2022-01,2020-07,Chicago,IL,60620,29,false
2022-01,2021-02,Lansing,IL,60438,0,false
2022-01,2021-02,Lansing,IL,60438,0,false
2022-01,2021-02,Lansing,IL,60438,0,false
2022-01,2019-11,Elmwood Park,IL,60707,127,false
2022-01,2021-12,Plano,TX,75093,0,false
2022-01,2019-07,Chicago,IL,60660,259,true
2022-01,2018-03,Chicago,IL,60626,0,true
2022-01,2018-03,Chicago,IL,60626,0,true
2022-01,2019-12,Joliet,IL,60435,79,false
2022-01,2019-02,Chicago,IL,60609,58,false
2022-01,2021-08,Freeport,IL,61032,228,false
2022-01,2021-04,Chicago,IL,60608,358,false
2022-01,2021-10,Chicago,IL,60629,140,false
2022-01,2019-01,Chicago,IL,60634,0,true
2022-01,2021-07,Chicago,IL,60618,225,false
2022-01,2022-01,Chicago,IL,60629,41,false
2022-01,2021-08,Chicago,IL,60612,93,false
2022-01,2019-01,Oak Lawn,IL,60453,178,true
2022-01,2018-07,Chicago,IL,60630,119,true
2022-01,2017-04,Chicago,IL,60659,0,true
2022-01,2021-09,Chicago,IL,60611,12,false
2022-01,2015-10,Calumet City,IL,60409,304,false
2022-01,2018-03,Rolling Meadows,IL,60008,25,false
2022-01,2021-09,Chicago,IL,60625,355,false
