MONTH_REPORTED,DRIVER_START_MONTH,CITY,STATE,ZIP,NUMBER_OF_TRIPS,MULTIPLE_TNPS
2022-01,2017-02,Chicago,IL,60641,67,false
2022-01,2020-07,Villa Park,IL,60181,56,true
2022-01,2021-12,Park Ridge,IL,60068,13,false
2022-01,2019-06,Chicago Heights,IL,60411,54,false
2022-01,2016-11,Streamwood,IL,60107,1,true
2022-01,2021-08,,IL,,62,true
2022-01,2021-02,Chicago,IL,60642,73,false
2022-01,2022-01,Chicago,IL,60601,0,false
2022-01,2022-01,Chicago,IL,60601,0,false
2022-01,2022-01,Chicago,IL,60601,0,false
2022-01,2021-10,Chicago,IL,60624,13,true
2022-01,2021-12,Chicago,IL,60653,187,false
2022-01,2021-11,Chicago,IL,60606,142,false
2022-01,2020-03,Chicago,IL,60619,55,true
2022-01,2021-02,Chicago,IL,60645,3,false
2022-01,2018-05,Greenwood,IN,46143,0,true
2022-01,2021-03,Chicago,IL,60629,34,false
2022-01,2022-01,Chicago,IL,60651,72,false
2022-01,2021-04,Plainfield,IL,60586,0,false
2022-01,2021-07,Chicago,IL,60611,38,false
2022-01,2021-10,River Grove,IL,60171,221,false
2022-01,2017-03,Morton Grove,IL,60053,0,false
2022-01,2017-03,Morton Grove,IL,60053,0,false
2022-01,2021-11,Chicago,IL,60652,143,false
2022-01,2021-11,Chicago,IL,60624,46,false
2022-01,2021-10,Chicago,IL,60707,0,false
2022-01,2021-10,Chicago,IL,60707,0,false
2022-01,2021-10,Chicago,IL,60707,0,false
2022-01,2021-10,Chicago,IL,60707,0,false
2022-01,2021-10,Buffalo,NY,14207,0,true
2022-01,2019-11,Sandwich,IL,60548,0,false
2022-01,2021-05,Chicago,IL,60623,38,false
2022-01,2018-06,Chicago,IL,60606,103,false
2022-01,2021-08,Lansing,IL,60438,107,false
2022-01,2019-02,Chicago,IL,60645,178,false
2022-01,2021-10,Fox Lake,IL,60020,0,false
2022-01,2021-10,Fox Lake,IL,60020,0,false
2022-01,2021-06,Oak Park,IL,60302,301,false
2022-01,2019-12,Oak Forest,IL,60452,23,false
2022-01,2017-06,Chicago,IL,60609,35,false
2022-01,2018-06,New Lenox,IL,60451,777,false
2022-01,2021-07,Woodstock,IL,60098,14,false
2022-01,2020-09,Northbrook,IL,60062,0,false
2022-01,2019-10,Chicago,IL,60641,11,false
2022-01,2014-09,Vernon Hills,IL,60061,11,true
2022-01,2021-09,Chicago,IL,60641,469,false
2022-01,2016-11,Evanston,IL,60201,19,true
2022-01,2018-11,East Moline,IL,61244,125,true
2022-01,2021-02,Skokie,IL,60077,232,false
2022-01,2019-03,,AR,,0,false
2022-01,2021-11,Palatine,IL,60074,397,false
2022-01,2021-08,Chicago,IL,60616,11,false
2022-01,2017-07,Chicago,IL,60630,102,false
2022-01,2021-03,Oak Lawn,IL,60453,204,false
2022-01,2018-05,Chicago,IL,60659,15,false
2022-01,2021-09,Mount Prospect,IL,60056,604,false
2022-01,2021-12,Skokie,IL,60077,329,false
2022-01,2018-10,Wheeling,IL,60090,0,false
2022-01,2021-08,Pattersonville,NY,12137,0,false
2022-01,2021-11,Cicero,IL,60804,159,true
2022-01,2015-12,Eastchicago,IN,46312,0,false
2022-01,2017-10,Chicago,IL,60628,57,true
2022-01,2014-10,Lombard,IL,60148,66,true
2022-01,2017-12,Chicago,IL,60608,16,true
2022-01,2021-10,Chicago,IL,60649,190,false
2022-01,2021-10,Chicago,IL,60618,1,false
2022-01,2021-06,Franklin Park,IL,60131,0,false
2022-01,2021-06,Franklin Park,IL,60131,0,false
2022-01,2021-06,Franklin Park,IL,60131,0,false
2022-01,2021-06,Franklin Park,IL,60131,0,false
2022-01,2021-06,Franklin Park,IL,60131,0,false
2022-01,2021-12,Chicago,IL,60629,82,false
2022-01,2015-04,Island Lake,IL,60042,0,true
2022-01,2015-10,Chicago,IL,60615,37,true
2022-01,2017-06,Chicago Hts,IL,60411,35,true
2022-01,2021-11,Chicago,IL,60609,153,false
2022-01,2021-12,Chicago,IL,60625,185,false
2022-01,2019-09,Chicago,IL,60652,91,true
2022-01,2017-08,Chicago,IL,60629,150,true
2022-01,2021-07,Chicago,IL,60618,82,false
2022-01,2021-12,Griffith,IN,46319,65,false
2022-01,2017-05,Green Bay,WI,54303,578,true
2022-01,2016-08,Chicago,IL,60608,146,true
2022-01,2021-08,Chicago,IL,60641,15,false
2022-01,2021-06,Chicago,IL,60644,304,false
2022-01,2018-03,Hvre De Grace,MD,21078,14,false
2022-01,2020-07,Aurora,IL,60505,0,false
2022-01,2022-01,Chicago,IL,60630,29,false
2022-01,2021-10,Chicago,IL,60606,126,false
2022-01,2021-04,Chicago,IL,60626,6,false
2022-01,2021-09,Markham,IL,60428,147,false
2022-01,2022-01,Cicero,IL,60804,23,false
2022-01,2021-05,Justice,IL,60458,133,false
2022-01,2017-09,Richton Park,IL,60471,102,true
2022-01,2019-03,,IL,,0,false
2022-01,2019-03,,IL,,0,false
2022-01,2021-12,Chicago,IL,60647,16,true
2022-01,2021-03,Chicago,IL,60645,2,false
2022-01,2020-03,Chicago,IL,60632,0,false
2022-01,2022-01,Chicago,IL,60620,43,false
2022-01,2021-06,Dekalb,IL,60115,0,true
2022-01,2020-10,Chicago,IL,60621,77,true
2022-01,2021-12,Freeport,IL,61032,15,false
2022-01,2021-06,Chicago,IL,60626,202,false
2022-01,2020-08,Chicago,IL,60625,428,true
2022-01,2016-08,River Grove,IL,60171,28,false
2022-01,2021-07,Munster,IN,46321,272,false
2022-01,2015-04,Chicago,IL,60613,453,true
2022-01,2020-06,Lagrange,IL,60525,63,false
2022-01,2019-09,Skokie,IL,60077,39,true
2022-01,2021-01,Chicago,IL,60659,229,true
2022-01,2016-04,Chicago,IL,60626,67,true
2022-01,2021-10,,CO,,0,false
2022-01,2020-10,Chicago,IL,60608,0,false
2022-01,2020-10,Chicago,IL,60608,0,false
2022-01,2020-10,Chicago,IL,60608,0,false
2022-01,2020-10,Alsip,IL,60803,105,true
2022-01,2021-02,Arlington Heights,IL,60004,9,false
2022-01,2021-12,North Riverside,IL,60546,0,false
2022-01,2021-12,Chicago,IL,60827,7,false
2022-01,2019-03,Chicago,IL,60613,159,false
2022-01,2016-10,Chicago,IL,60618,304,false
2022-01,2017-04,Chicago,IL,60615,68,true
2022-01,2021-10,Merrillville,IN,46410,0,false
2022-01,2021-10,Merrillville,IN,46410,0,false
2022-01,2017-03,Chicago,IL,60652,20,false
2022-01,2021-10,Lisle,IL,60532,0,true
2022-01,2021-12,Chicago,IL,60651,163,false
2022-01,2017-11,Wilmette,IL,60091,0,true
2022-01,2021-12,Grayslake,IL,60030,0,false
2022-01,2021-12,Grayslake,IL,60030,0,false
2022-01,2021-12,Grayslake,IL,60030,0,false
2022-01,2021-12,Grayslake,IL,60030,0,false
2022-01,2021-12,Grayslake,IL,60030,0,false
2022-01,2021-10,Chicago,IL,60614,108,false
2022-01,2021-11,Des Plains,IL,60016,0,false
2022-01,2021-11,Des Plains,IL,60016,0,false
2022-01,2021-02,Lyons,IL,60534,183,false
2022-01,2022-01,Catonsville,MD,21228,0,false
2022-01,2019-04,Chicago,IL,60617,7,true
2022-01,2021-09,Chicago,IL,60649,156,false
2022-01,2021-05,Chicago,IL,60640,577,false
2022-01,2021-07,Chicago,IL,60614,16,true
2022-01,2020-12,Chicago,IL,60641,102,false
2022-01,2021-06,Skokie,IL,60077,155,false
2022-01,2021-07,Carpentersville,IL,60110,1,true
2022-01,2021-02,Nomewood,IL,60430,28,false
2022-01,2021-10,Chicago,IL,60607,0,false
2022-01,2021-10,Chicago,IL,60607,0,false
2022-01,2021-10,Chicago,IL,60607,0,false
2022-01,2021-10,Chicago,IL,60607,0,false
2022-01,2021-11,Chicago,IL,60626,146,false
2022-01,2018-04,Chicago,IL,60641,132,false
2022-01,2021-05,Pleasant Prairie,WI,53158,0,false
2022-01,2021-05,,IL,,255,false
2022-01,2020-11,Orland Hills,IL,60487,24,false
2022-01,2017-10,Skokie,IL,60077,15,true
2022-01,2021-09,Tacoma,WA,98407,0,false
2022-01,2020-01,Lyons,IL,60534,175,true
2022-01,2019-01,Chicago,IL,60657,0,false
2022-01,2019-12,Elgin,IL,60120,494,false
2022-01,2020-12,Chicago,IL,60639,283,false
2022-01,2021-10,Chicago,IL,60652,42,false
2022-01,2019-07,Chicago,IL,60623,0,false
2022-01,2017-05,Chicago,IL,60618,27,false
2022-01,2021-12,Inverness,IL,60067,186,false
2022-01,2021-12,Chicago,IL,60629,42,false
2022-01,2020-12,,AZ,,0,false
2022-01,2020-12,,AZ,,0,false
2022-01,2021-06,Chicago,IL,60612,201,false
2022-01,2021-07,Chicago,IL,60626,109,false
2022-01,2021-10,,IL,,570,false
2022-01,2019-12,Glendale Heights,IL,60139,47,false
2022-01,2022-01,Matteson,IL,60443,30,true
2022-01,2021-11,Spring Grove,IL,60081,82,false
2022-01,2021-08,Chicago,IL,60625,192,false
2022-01,2019-10,Chicago,IL,60646,340,true
2022-01,2021-03,Chicago,IL,60619,237,false
2022-01,2016-10,Hickory Hills,IL,60457,68,true
2022-01,2022-01,Chicago,IL,60652,18,false
2022-01,2021-02,Midlothian,IL,60445,837,false
2022-01,2015-01,Chicago,IL,60606,238,true
2022-01,2016-07,Chicago,IL,60659,144,true
2022-01,2021-09,Gary,IN,46404,0,false
2022-01,2022-01,Chicago,IL,60622,6,false
2022-01,2020-10,Palatine,IL,60067,387,false
2022-01,2021-02,Roselle,IL,60172,198,false
2022-01,2017-06,Mc Henry,IL,60050,0,false
2022-01,2021-10,Oak Park,IL,60304,0,false
2022-01,2021-10,Oak Park,IL,60304,0,false
2022-01,2021-10,Oak Park,IL,60304,0,false
2022-01,2021-10,Oak Park,IL,60304,0,false
2022-01,2015-10,Chicago,IL,60641,8,false
2022-01,2018-08,Chicago,IL,60631,28,false
2022-01,2017-04,Berwyn,IL,60402,0,true
2022-01,2021-06,Joliet,IL,60431,0,false
2022-01,2021-06,Joliet,IL,60431,0,false
2022-01,2021-04,Harwood Heights,IL,60706,0,false
2022-01,2021-04,Harwood Heights,IL,60706,0,false
2022-01,2019-11,Waukegan,IL,60087,5,true
2022-01,2020-02,Richton Park,IL,60471,73,false
2022-01,2018-03,Plainfield,IL,60586,17,true
2022-01,2021-07,Berwyn,IL,60402,129,false
2022-01,2021-08,Country Club Hills,IL,60478,0,false
2022-01,2021-08,Country Club Hills,IL,60478,0,false
2022-01,2021-08,Country Club Hills,IL,60478,0,false
2022-01,2021-08,Country Club Hills,IL,60478,0,false
2022-01,2021-08,Country Club Hills,IL,60478,0,false
2022-01,2021-06,Oakbrook Ter,IL,60181,0,false
2022-01,2021-03,Chicago,IL,60612,262,false
2022-01,2021-04,Schiller Park,IL,60179,0,false
2022-01,2021-11,Chicago,IL,60640,374,false
2022-01,2021-11,Melrose,IL,60160,8,false
2022-01,2019-12,Westchester,IL,60154,39,false
2022-01,2018-11,Hazel Crest,IL,60429,0,false
2022-01,2021-10,,AR,,4,false
2022-01,2019-04,Chicago,IL,60653,214,true
2022-01,2017-12,Niles,IL,60714,105,false
2022-01,2018-08,Chicago,IL,60641,216,false
2022-01,2021-08,Chicago,IL,60660,266,false
2022-01,2019-06,Chicago,IL,60622,49,false
2022-01,2017-10,Justice,IL,60458,272,true
2022-01,2021-07,Roselle,IL,60172,0,false
2022-01,2021-07,Roselle,IL,60172,0,false
2022-01,2017-12,Chicago,IL,60660,182,true
2022-01,2022-01,Chicago,IL,60605,20,false
2022-01,2021-07,Albuquerque,NM,87123,259,false
2022-01,2017-10,Ellicott City,MD,21043,493,true
2022-01,2019-11,Chicago,IL,60651,65,false
2022-01,2018-11,Midlothian,IL,60445,124,false
2022-01,2020-11,Chicago,IL,60659,169,false
2022-01,2021-05,Chicago,IL,60656,75,false
2022-01,2020-10,Frankfort,IL,60423,406,true
2022-01,2016-10,Lansing,IL,60438,167,true
2022-01,2019-06,Aurora,IL,60506,0,false
2022-01,2019-06,Aurora,IL,60506,0,false
2022-01,2014-08,Chicago,IL,60626,7,false
2022-01,2016-09,Chicago,IL,60659,12,true
2022-01,2016-10,,PA,,42,false
2022-01,2020-07,Des Plaines,IL,60016,53,false
2022-01,2022-01,Hickory,IL,60457,0,false
2022-01,2019-11,Chicago,IL,60625,823,true
2022-01,2019-02,Joliet,IL,60436,10,false
2022-01,2021-08,Chicago,IL,60659,533,false
2022-01,2021-11,Murfreesboro,TN,37129,0,false
2022-01,2019-04,Chicago,IL,60645,270,false
2022-01,2021-08,Vernon Hills,IL,60061,0,false
2022-01,2021-08,Vernon Hills,IL,60061,0,false
2022-01,2021-08,Vernon Hills,IL,60061,0,false
2022-01,2021-02,Gchicago,IL,60647,147,false
2022-01,2021-08,Chicago,IL,60616,331,false
2022-01,2021-05,Carpentersville,IL,60110,0,false
2022-01,2021-05,Carpentersville,IL,60110,0,false
2022-01,2021-05,Carpentersville,IL,60110,0,false
2022-01,2021-05,Carpentersville,IL,60110,0,false
2022-01,2017-02,Chicago,IL,60645,192,false
2022-01,2022-01,Taylor Ridge,IL,61284,1,false
2022-01,2021-08,Chicago,IL,60649,332,false
2022-01,2021-09,Lagrange Hlds,IL,60525,170,false
2022-01,2021-08,Chicago,IL,60639,207,false
2022-01,2021-12,Grayslake,IL,60030,6,false
2022-01,2017-11,South Holland,IL,60473,147,false
2022-01,2021-09,Des Plaines,IL,60016,72,false
2022-01,2021-03,Evergreen Park,IL,60805,0,false
2022-01,2021-03,Evergreen Park,IL,60805,0,false
2022-01,2020-12,Elgin,IL,60123,32,false
2022-01,2021-03,Chicago,IL,60641,74,false
2022-01,2017-01,Lisle,IL,60632,121,false
2022-01,2016-08,Skokie,IL,60076,233,true
2022-01,2016-05,Chicago,IL,60629,0,false
2022-01,2015-09,Chicago,IL,60640,228,false
2022-01,2017-04,"Fort Wayne,",IN,46825,170,true
2022-01,2018-01,Chicago,IL,60606,5,false
2022-01,2021-10,Mt. Prospect,IL,60056,0,false
2022-01,2021-07,Taylorville,IL,62568,153,false
2022-01,2021-03,Chicago,IL,60639,134,true
2022-01,2021-07,Kissimmee,FL,34747,0,false
2022-01,2021-12,Chicago,IL,60630,6,true
2022-01,2021-12,Brooklyn,NY,11214,0,false
2022-01,2021-02,Chicago,IL,60608,0,false
2022-01,2021-02,Chicago,IL,60608,0,false
2022-01,2021-02,Chicago,IL,60608,0,false
2022-01,2021-02,Chicago,IL,60608,0,false
2022-01,2021-02,Chicago,IL,60608,0,false
2022-01,2022-01,Evanston,IL,60201,17,false
2022-01,2021-08,Saint Charles,IL,60174,3,false
2022-01,2021-12,,GA,,22,false
2022-01,2020-07,Chicago,IL,60660,111,true
2022-01,2014-10,Chicago,IL,60624,237,false
2022-01,2020-10,Chicago,IL,60640,69,false
2022-01,2018-08,Chicago,IL,60623,25,false
2022-01,2021-11,Aurora,IL,60504,29,false
2022-01,2015-06,Chicago,IL,60626,281,true
2022-01,2021-06,Highland,NY,10930,0,false
2022-01,2021-10,Chicago,IL,60616,383,true
2022-01,2021-01,Chicago,IL,60608,113,false
2022-01,2016-07,Chicago,IL,60624,80,false
2022-01,2021-12,Niles,IL,60714,165,false
2022-01,2021-09,Chicago,IL,60624,156,false
2022-01,2017-11,Glenview,IL,60025,0,false
2022-01,2022-01,Mc Henry,IL,60051,1,false
2022-01,2021-09,Westmont,IL,60559,65,false
2022-01,2021-05,Chicago,IL,60660,112,false
2022-01,2021-11,Chicago Heights,IL,60411,30,false
2022-01,2022-01,Oak Lawn,IL,60453,1,false
2022-01,2021-01,Berwyn,IL,60402,23,true
2022-01,2021-03,,GA,,249,false
2022-01,2021-12,Shorewood,IL,60404,0,false
2022-01,2021-08,Chicago,IL,60619,111,true
2022-01,2021-09,,IL,,17,false
2022-01,2021-09,Chicago,IL,60660,5,false
2022-01,2021-12,Skokie,IL,60076,1,false
2022-01,2019-05,Plainfield,IL,60544,92,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Chicago,IL,60644,0,false
2022-01,2021-12,Worth,IL,60482,251,false
2022-01,2018-01,Lynwood,IL,60411,87,true
2022-01,2015-07,Highlandpark,IL,60035,213,false
2022-01,2021-10,Glenview,IL,60025,102,true
2022-01,2017-02,Chicago,IL,60680,49,true
2022-01,2022-01,Chicago,IL,60657,84,false
2022-01,2021-12,Chicago,IL,60623,108,false
2022-01,2021-09,Chicago,IL,60656,275,false
2022-01,2021-01,Chicago,IL,60623,0,false
2022-01,2021-01,Chicago,IL,60623,0,false
2022-01,2021-01,Chicago,IL,60623,0,false
2022-01,2021-01,Chicago,IL,60623,0,false
2022-01,2021-11,Chicago,IL,60606,19,false
2022-01,2021-12,Chicago,IL,60606,52,false
2022-01,2017-01,Markham,IL,60428,62,true
2022-01,2021-06,Chicago,IL,60640,30,true
2022-01,2021-09,Skokie,IL,60076,53,false
2022-01,2019-02,Chicago,IL,60615,161,false
2022-01,2017-08,Cherry Valley,IL,61016,0,false
2022-01,2017-01,Rolling Meadows,IL,60008,84,false
2022-01,2021-07,Chicago,IL,60018,66,false
2022-01,2018-10,Chicago,IL,60649,0,true
2022-01,2018-05,Americus,GA,31709,9,false
2022-01,2015-07,South Holland,IL,60473,37,false
2022-01,2021-12,Hanover Park,IL,60133,3,false
2022-01,2021-08,Lisle,IL,60532,27,false
2022-01,2022-01,Chicago,IL,60629,147,false
2022-01,2022-01,Chicago,IL,60651,116,false
2022-01,2020-10,Chicago,IL,60630,313,true
2022-01,2021-06,Bartlett,IL,60103,0,false
2022-01,2021-08,Chicago,IL,60606,230,false
2022-01,2016-05,Berwyn,IL,60402,139,true
2022-01,2021-11,Chicago,IL,60618,178,false
2022-01,2021-07,Hanover Park,IL,60133,187,true
2022-01,2019-10,Montgomery,IL,60538,2,true
2022-01,2019-07,Chicago,IL,60616,28,false
2022-01,2016-10,Chicago,IL,60613,417,true
2022-01,2017-08,Chicago,IL,60617,32,true
2022-01,2020-12,Burbank,IL,60459,0,false
2022-01,2021-10,Dekalb,IL,60115,11,false
2022-01,2021-07,Villa Park,IL,60181,12,false
2022-01,2021-09,Chicago,IL,60645,281,false
2022-01,2018-12,Chicago,IL,60659,40,true
2022-01,2015-09,Chicago,IL,60652,122,false
2022-01,2021-09,Chicago,IL,60619,15,false
2022-01,2018-08,Bartlett,IL,60103,0,true
2022-01,2021-09,Lyons,IL,60534,89,false
2022-01,2021-03,River Grove,IL,60171,0,false
2022-01,2021-03,River Grove,IL,60171,0,false
2022-01,2021-03,River Grove,IL,60171,0,false
2022-01,2018-04,Melrose Park,IL,60164,44,true
2022-01,2018-05,Chicago,IL,60622,25,false
2022-01,2021-08,Chicago,IL,60622,12,false
2022-01,2020-06,Schaumburg,IL,60193,187,false
2022-01,2021-03,Chicago,IL,60645,0,false
2022-01,2021-03,Chicago,IL,60645,0,false
2022-01,2021-03,Chicago,IL,60645,0,false
2022-01,2021-03,Chicago,IL,60645,0,false
2022-01,2021-03,Chicago,IL,60645,0,false
2022-01,2021-03,Chicago,IL,60645,0,false
2022-01,2021-03,Chicago,IL,60645,0,false
2022-01,2021-03,Chicago,IL,60645,0,false
2022-01,2021-03,Chicago,IL,60645,0,false
2022-01,2021-03,Chicago,IL,60645,0,false
2022-01,2021-03,Chicago,IL,60645,0,false
2022-01,2021-03,Chicago,IL,60645,0,false
2022-01,2021-03,Chicago,IL,60645,0,false
2022-01,2021-03,Chicago,IL,60645,0,false
2022-01,2021-02,Kildeer,IL,60047,42,false
2022-01,2018-12,Waukegan,IL,60085,0,false
2022-01,2019-11,Chicago,IL,60634,0,true
2022-01,2022-01,Chicago,IL,60626,85,true
2022-01,2021-10,Chicago,IL,60659,90,false
2022-01,2021-02,Chicago,IL,60608,211,false
2022-01,2021-11,,GA,,33,false
2022-01,2021-12,Evanston,IL,60202,45,false
2022-01,2021-12,Chicago Heights,IL,60411,180,false
2022-01,2021-06,Bolingbrook,IL,60490,0,false
2022-01,2021-12,Chicago,IL,60608,190,false
2022-01,2021-05,Schaumburg,IL,60173,0,false
2022-01,2018-08,Chicago,IL,60638,31,true
2022-01,2021-08,Chicago,IL,60411,0,false
2022-01,2021-05,Chicago,IL,60616,45,false
2022-01,2015-12,Chicago,IL,60625,220,true
2022-01,2021-07,,IL,,32,false
2022-01,2021-09,Burbank,IL,60459,548,false
2022-01,2021-01,Lakemoor,IL,60051,0,false
2022-01,2020-03,Chicago,IL,60629,235,false
2022-01,2021-05,Chicago,IL,60606,27,false
2022-01,2021-07,Chicago,IL,60616,177,false
2022-01,2021-05,Belleville,IL,62223,0,false
2022-01,2017-07,Chicago,IL,60618,462,false
2022-01,2019-03,Des Plaines,IL,60016,29,false
2022-01,2021-04,Niles,IL,60714,3,false
2022-01,2018-06,Chicago,IL,60644,174,false
2022-01,2021-12,Chicago,IL,60523,270,false
2022-01,2016-02,Maywood,IL,60153,134,false
2022-01,2021-02,Evanston,IL,60202,0,false
2022-01,2021-02,Evanston,IL,60202,0,false
2022-01,2021-02,Evanston,IL,60202,0,false
2022-01,2021-10,Buffalo Grove,IL,60089,11,false
2022-01,2021-07,West Chicago,IL,60185,0,false
2022-01,2021-07,West Chicago,IL,60185,0,false
2022-01,2021-07,West Chicago,IL,60185,0,false
2022-01,2021-07,West Chicago,IL,60185,0,false
2022-01,2022-01,Chicago,IL,60621,116,false
2022-01,2021-11,Chicago,IL,60645,108,false
2022-01,2021-12,Chicago,IL,60655,83,true
2022-01,2021-08,Lafayette,IN,47905,2,false
2022-01,2021-10,Palos Heights,IL,60463,1,false
2022-01,2020-12,Chicago,IL,60606,14,false
2022-01,2020-02,Chicago,IL,60632,19,false
2022-01,2021-07,Chicago,IL,60618,51,false
2022-01,2021-10,Oak  Lawn,IL,60453,0,false
2022-01,2021-10,Chicago,IL,60827,122,false
2022-01,2021-04,Chicago,IL,60618,215,false
2022-01,2015-12,Chicago,IL,60660,509,true
2022-01,2019-12,Naperville,IL,60563,541,true
2022-01,2016-09,Chicago,IL,60634,74,false
2022-01,2018-10,Chicago,IL,60647,196,false
2022-01,2020-06,Oak Lawn,IL,60453,0,false
2022-01,2020-06,Oak Lawn,IL,60453,0,false
2022-01,2018-03,Chicago,IL,60660,53,true
2022-01,2018-03,Chicago,IL,60660,53,true
2022-01,2021-02,Chicago,IL,60623,174,true
2022-01,2018-12,Chicago,IL,60647,37,false
2022-01,2021-02,Chicago,IL,60619,307,false
2022-01,2020-08,Chicago,IL,60619,322,true
2022-01,2021-06,Chicago,IL,60626,81,false
2022-01,2019-03,Naperville,IL,60564,11,true
2022-01,2021-02,Sugar Grove,IL,60554,31,false
2022-01,2021-10,Summit Argo,IL,60501,0,false
2022-01,2021-05,Chicago,IL,60614,7,false
2022-01,2015-02,Chicago,IL,60641,56,true
2022-01,2021-08,Chicago,IL,60622,64,true
2022-01,2021-11,Chicago,IL,60615,97,false
2022-01,2021-04,Chicago,IL,60618,73,false
2022-01,2016-12,Chicago,IL,60641,0,false
2022-01,2021-11,Elk Grove Village,IL,60009,178,false
2022-01,2018-10,,IL,,57,true
2022-01,2022-01,Chicago,IL,60607,196,false
2022-01,2021-03,Hoffman Estates,IL,60169,99,false
2022-01,2016-04,Chicago,IL,60641,36,false
2022-01,2021-01,Chicago,IL,60659,423,false
2022-01,2021-10,Chicago,IL,60638,116,false
2022-01,2021-04,Chicago,IL,60640,499,false
2022-01,2016-05,Chicago,IL,60618,27,false
2022-01,2021-10,Calumet Park,IL,60827,17,false
2022-01,2021-10,Lombard,IL,60148,178,false
2022-01,2022-01,Palatine,IL,60074,2,false
2022-01,2019-12,Cape Coral,FL,33914,0,false
2022-01,2021-04,Lincoln,IL,60712,374,false
2022-01,2017-10,Chicago,IL,60613,225,true
2022-01,2022-01,St Paul,MN,55116,10,false
2022-01,2021-08,Calumet City,IL,60409,112,false
2022-01,2017-09,Chicago,IL,60707,331,false
2022-01,2018-05,Chicago,IL,60628,282,false
2022-01,2021-11,Evanston,IL,60202,339,false
2022-01,2021-02,Palatine,IL,60067,79,false
2022-01,2022-01,Evanston,IL,60202,96,false
2022-01,2021-11,Homewood,IL,60430,4,false
2022-01,2021-03,Chicago,IL,60660,42,false
2022-01,2021-12,Lombard,IL,60148,4,false
2022-01,2021-02,Norridge,IL,60706,41,false
2022-01,2021-12,Boca Raton,FL,33432,236,false
2022-01,2021-08,Justice,IL,60458,9,false
2022-01,2016-06,Carpentersville,IL,60110,324,true
2022-01,2021-03,Chicago,IL,60647,428,false
2022-01,2021-12,Orlando,FL,32832,0,false
2022-01,2021-09,Chicago,IL,60639,12,false
2022-01,2020-02,South Elgin,IL,60177,3,false
2022-01,2016-10,Chicago,IL,60660,867,true
2022-01,2021-07,Lockport,IL,60441,87,false
2022-01,2018-06,Chicago,IL,60653,1,true
2022-01,2018-05,Elmwood Park,IL,60707,219,false
2022-01,2017-06,Niles,IL,60714,19,true
2022-01,2021-04,Chicago,IL,60647,51,false
2022-01,2018-10,River Grove,IL,60171,64,true
2022-01,2021-03,Joliet,IL,60431,0,false
2022-01,2021-07,Wheaton,IL,60187,13,false
2022-01,2021-07,Wheaton,IL,60187,13,false
2022-01,2021-08,Aurora,IL,60504,82,false
2022-01,2018-07,Thornton,IL,60476,58,true
2022-01,2020-01,Chicago,IL,60619,260,false
2022-01,2020-09,Chicago,IL,60608,243,false
2022-01,2017-03,Chicago,IL,60634,51,false
2022-01,2018-10,Chicago,IL,60624,81,false
2022-01,2021-08,Franklin Park,NJ,08823,75,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-11,Chicago,IL,60637,0,false
2022-01,2021-01,Broadview,IL,60155,55,false
2022-01,2014-09,Bolingbrook,IL,60440,137,true
